,0,1
13433,00-C0-C1,"QUAD/GRAPHICS, INC."
13434,00-C0-91,"JABIL CIRCUIT, INC."
13435,00-C0-F5,"METACOMP, INC."
13436,00-C0-42,DATALUX CORP.
13437,00-C0-89,TELINDUS DISTRIBUTION
13438,00-C0-9D,"DISTRIBUTED SYSTEMS INT'L, INC"
13439,00-C0-A5,DICKENS DATA SYSTEMS
13440,00-C0-E3,"OSITECH COMMUNICATIONS, INC."
13441,00-C0-71,"AREANEX COMMUNICATIONS, INC."
13442,00-C0-AF,TEKLOGIX INC.
13443,00-20-9F,"MERCURY COMPUTER SYSTEMS, INC."
13444,00-20-B7,NAMAQUA COMPUTERWARE
13445,00-20-1B,NORTHERN TELECOM/NETWORK
13446,00-20-C0,"PULSE ELECTRONICS, INC."
13447,00-20-8D,CMD TECHNOLOGY
13448,00-20-DD,Cybertec Pty Ltd
13449,00-20-BD,NIOBRARA R & D CORPORATION
13450,00-20-E6,LIDKOPING MACHINE TOOLS AB
13451,00-20-47,STEINBRECHER CORP.
13452,00-20-72,WORKLINK INNOVATIONS
13453,00-20-B8,"PRIME OPTION, INC."
13454,00-20-92,CHESS ENGINEERING B.V.
13455,00-20-B9,"METRICOM, INC."
13456,00-20-6B,"KONICA MINOLTA HOLDINGS, INC."
13457,00-20-FC,MATROX
13458,00-C0-03,GLOBALNET COMMUNICATIONS
13459,00-C0-C3,ACUSON COMPUTED SONOGRAPHY
13460,00-C0-4D,"MITEC, INC."
13461,00-C0-55,MODULAR COMPUTING TECHNOLOGIES
13462,00-C0-67,UNITED BARCODE INDUSTRIES
13463,00-C0-B4,"MYSON TECHNOLOGY, INC."
13464,00-C0-80,"NETSTAR, INC."
13465,00-C0-15,NEW MEDIA CORPORATION
13466,00-70-B3,DATA RECALL LTD.
13467,00-E6-D3,NIXDORF COMPUTER CORP.
13468,00-C0-83,"TRACE MOUNTAIN PRODUCTS, INC."
13469,00-C0-05,"LIVINGSTON ENTERPRISES, INC."
13470,00-C0-C8,MICRO BYTE PTY. LTD.
13471,00-C0-90,PRAIM S.R.L.
13472,00-C0-11,INTERACTIVE COMPUTING DEVICES
13473,00-C0-FD,PROSUM
13474,00-C0-41,DIGITAL TRANSMISSION SYSTEMS
13475,00-C0-0F,QUANTUM SOFTWARE SYSTEMS LTD.
13476,00-C0-76,I-DATA INTERNATIONAL A-S
13477,00-C0-C6,PERSONAL MEDIA CORP.
13478,00-C0-3B,MULTIACCESS COMPUTING CORP.
13479,00-20-F4,SPECTRIX CORPORATION
13480,00-20-4E,"NETWORK SECURITY SYSTEMS, INC."
13481,00-20-27,"MING FORTUNE INDUSTRY CO., LTD"
13482,00-20-ED,"GIGA-BYTE TECHNOLOGY CO., LTD."
13483,00-20-96,Invensys
13484,00-20-BB,ZAX CORPORATION
13485,00-20-4D,INOVIS GMBH
13486,00-20-89,"T3PLUS NETWORKING, INC."
13487,00-20-5F,GAMMADATA COMPUTER GMBH
13488,00-20-35,IBM Corp
13489,00-20-E2,INFORMATION RESOURCE ENGINEERING
13490,00-20-58,ALLIED SIGNAL INC.
13491,00-20-81,TITAN ELECTRONICS
13492,00-20-1D,KATANA PRODUCTS
13493,00-20-CF,TEST & MEASUREMENT SYSTEMS INC
13494,00-20-43,NEURON COMPANY LIMITED
13495,00-20-18,CIS TECHNOLOGY INC.
13496,00-20-31,Tattile SRL 
13497,00-20-DE,JAPAN DIGITAL LABORAT'Y CO.LTD
13498,00-20-F7,CYBERDATA CORPORATION
13499,00-20-EE,GTECH CORPORATION
13500,00-20-8C,"GALAXY NETWORKS, INC."
13501,00-20-63,WIPRO INFOTECH LTD.
13502,00-20-DC,DENSITRON TAIWAN LTD.
13503,00-20-78,"RUNTOP, INC."
13504,00-20-42,DATAMETRICS CORP.
13505,00-20-F8,"CARRERA COMPUTERS, INC."
13506,00-20-0C,ADASTRA SYSTEMS CORP.
13507,00-20-C4,"INET,INC."
13508,00-C0-99,"YOSHIKI INDUSTRIAL CO.,LTD."
13509,00-C0-FC,"ELASTIC REALITY, INC."
13510,00-C0-D0,RATOC SYSTEM INC.
13511,00-C0-7A,PRIVA B.V.
13512,00-07-01,RACAL-DATACOM
13513,00-C0-9C,HIOKI E.E. CORPORATION
13514,00-C0-04,JAPAN BUSINESS COMPUTER CO.LTD
13515,00-C0-62,IMPULSE TECHNOLOGY
13516,00-02-67,"NODE RUNNER, INC."
13517,00-20-64,"PROTEC MICROSYSTEMS, INC."
13518,00-20-32,ALCATEL TAISEL
13519,00-20-7F,"KYOEI SANGYO CO., LTD."
13520,00-20-77,KARDIOS SYSTEMS CORP.
13521,00-20-68,ISDYNE
13522,00-20-2A,N.V. DZINE
13523,00-80-06,COMPUADD CORPORATION
13524,00-80-EF,RATIONAL
13525,00-80-C4,"DOCUMENT TECHNOLOGIES, INC."
13526,00-80-95,BASIC MERTON HANDELSGES.M.B.H.
13527,00-80-53,"INTELLICOM, INC."
13528,00-80-26,NETWORK PRODUCTS CORPORATION
13529,00-80-FE,"AZURE TECHNOLOGIES, INC."
13530,00-80-28,TRADPOST (HK) LTD
13531,00-80-C0,PENRIL DATACOMM
13532,00-80-F5,Quantel Ltd
13533,00-40-1D,"INVISIBLE SOFTWARE, INC."
13534,00-40-BD,"STARLIGHT NETWORKS, INC."
13535,00-40-6D,"LANCO, INC."
13536,00-40-4D,TELECOMMUNICATIONS TECHNIQUES
13537,00-40-A5,CLINICOMP INTL.
13538,00-40-59,YOSHIDA KOGYO K. K.
13539,00-40-21,RASTER GRAPHICS
13540,00-40-81,MANNESMANN SCANGRAPHIC GMBH
13541,00-40-4A,WEST AUSTRALIAN DEPARTMENT
13542,00-40-0A,"PIVOTAL TECHNOLOGIES, INC."
13543,00-40-32,DIGITAL COMMUNICATIONS
13544,00-40-42,N.A.T. GMBH
13545,00-40-C2,APPLIED COMPUTING DEVICES
13546,00-40-3C,"FORKS, INC."
13547,00-40-C4,KINKEI SYSTEM CORPORATION
13548,00-40-D1,"FUKUDA DENSHI CO., LTD."
13549,00-40-24,COMPAC INC.
13550,00-40-B6,COMPUTERM  CORPORATION
13551,00-40-3F,SSANGYONG COMPUTER SYSTEMS
13552,00-40-03,"Emerson Process Management Power & Water Solutions, Inc."
13553,00-40-90,ANSEL COMMUNICATIONS
13554,00-40-9A,"NETWORK EXPRESS, INC."
13555,00-40-DE,Elsag Datamat spa
13556,00-40-63,"VIA TECHNOLOGIES, INC."
13557,00-40-6C,COPERNIQUE
13558,00-40-DF,"DIGALOG SYSTEMS, INC."
13559,00-40-15,ASCOM INFRASYS AG
13560,00-80-56,SPHINX Electronics GmbH & Co KG
13561,00-80-60,NETWORK INTERFACE CORPORATION
13562,00-80-5E,LSI LOGIC CORPORATION
13563,00-80-93,XYRON CORPORATION
13564,00-C0-5D,L&N TECHNOLOGIES
13565,00-C0-E4,SIEMENS BUILDING
13566,00-C0-1B,"SOCKET COMMUNICATIONS, INC."
13567,00-C0-6E,"HAFT TECHNOLOGY, INC."
13568,00-40-6F,SYNC RESEARCH INC.
13569,00-40-1F,COLORGRAPH LTD
13570,00-40-CF,"STRAWBERRY TREE, INC."
13571,00-40-F7,Polaroid Corporation
13572,00-40-37,"SEA-ILAN, INC."
13573,00-40-CC,SILCOM MANUF'G TECHNOLOGY INC.
13574,00-40-52,"STAR TECHNOLOGIES, INC."
13575,00-40-7A,SOCIETE D'EXPLOITATION DU CNIT
13576,00-40-89,MEIDENSHA CORPORATION
13577,00-40-5A,GOLDSTAR INFORMATION & COMM.
13578,00-40-4C,HYPERTEC PTY LTD.
13579,00-C0-CB,CONTROL TECHNOLOGY CORPORATION
13580,00-C0-9A,PHOTONICS CORPORATION
13581,00-C0-1A,COROMETRICS MEDICAL SYSTEMS
13582,00-40-4B,MAPLE COMPUTER SYSTEMS
13583,00-40-55,METRONIX GMBH
13584,00-40-45,TWINHEAD CORPORATION
13585,00-40-1A,"FUJI ELECTRIC CO., LTD."
13586,00-40-B9,MACQ ELECTRONIQUE SA
13587,00-40-C7,RUBY TECH CORPORATION
13588,00-40-04,ICM CO. LTD.
13589,00-40-70,"INTERWARE CO., LTD."
13590,00-80-57,"ADSOFT, LTD."
13591,00-80-7A,AITECH SYSTEMS LTD.
13592,00-80-AA,MAXPEED
13593,00-C0-E7,FIBERDATA AB
13594,00-80-0A,JAPAN COMPUTER CORP.
13595,00-80-6E,NIPPON STEEL CORPORATION
13596,00-80-10,COMMODORE INTERNATIONAL
13597,00-80-DA,Bruel & Kjaer Sound & Vibration Measurement A/S
13598,00-80-BC,"HITACHI ENGINEERING CO., LTD"
13599,00-80-00,"MULTITECH SYSTEMS, INC."
13600,00-80-A1,"MICROTEST, INC."
13601,00-80-D0,"COMPUTER PERIPHERALS, INC."
13602,00-80-7D,EQUINOX SYSTEMS INC.
13603,00-80-63,Hirschmann Automation and Control GmbH
13604,00-80-4E,APEX COMPUTER COMPANY
13605,00-80-0E,ATLANTIX CORPORATION
13606,00-80-6F,ONELAN LTD.
13607,00-80-98,TDK CORPORATION
13608,00-80-9C,"LUXCOM, INC."
13609,00-80-65,CYBERGRAPHIC SYSTEMS PTY LTD.
13610,00-80-16,WANDEL AND GOLTERMANN
13611,00-80-E6,"PEER NETWORKS, INC."
13612,00-80-A2,CREATIVE ELECTRONIC SYSTEMS
13613,00-80-E0,"XTP SYSTEMS, INC."
13614,00-80-50,ZIATECH CORPORATION
13615,00-00-E0,QUADRAM CORP.
13616,00-00-57,SCITEX CORPORATION LTD.
13617,00-00-D6,PUNCH LINE HOLDING
13618,00-00-C8,ALTOS COMPUTER SYSTEMS
13619,00-00-98,CROSSCOMM CORPORATION
13620,00-00-7D,Oracle Corporation
13621,00-00-A2,Bay Networks
13622,00-00-38,CSS LABS
13623,00-00-61,GATEWAY COMMUNICATIONS
13624,00-00-43,MICRO TECHNOLOGY
13625,00-00-E7,Star Gate Technologies
13626,00-00-F3,GANDALF DATA LIMITED
13627,00-00-2C,AUTOTOTE LIMITED
13628,00-00-2A,TRW - SEDD/INP
13629,00-00-F1,MAGNA COMPUTER CORPORATION
13630,00-00-83,TADPOLE TECHNOLOGY PLC
13631,00-00-20,DATAINDUSTRIER DIAB AB
13632,00-00-7A,DANA COMPUTER INC.
13633,00-00-7C,AMPERE INCORPORATED
13634,00-00-8A,DATAHOUSE INFORMATION SYSTEMS
13635,00-00-68,ROSEMOUNT CONTROLS
13636,00-00-DF,BELL & HOWELL PUB SYS DIV
13637,00-00-62,BULL HN INFORMATION SYSTEMS
13638,00-00-AD,BRUKER INSTRUMENTS INC.
13639,00-00-D0,DEVELCON ELECTRONICS LTD.
13640,00-00-93,PROTEON INC.
13641,00-80-08,DYNATECH COMPUTER SYSTEMS
13642,00-80-FF,SOC. DE TELEINFORMATIQUE RTC
13643,00-00-70,HCL LIMITED
13644,00-00-8E,"SOLBOURNE COMPUTER, INC."
13645,00-00-DC,HAYES MICROCOMPUTER PRODUCTS
13646,00-00-24,CONNECT AS
13647,00-80-30,NEXUS ELECTRONICS
13648,00-80-22,SCAN-OPTICS
13649,00-00-41,ICE CORPORATION
13650,00-00-1E,TELSIST INDUSTRIA ELECTRONICA
13651,00-80-7B,ARTEL COMMUNICATIONS CORP.
13652,00-80-2E,CASTLE ROCK COMPUTING
13653,00-80-F9,HEURIKON CORPORATION
13654,00-80-05,CACTUS COMPUTER INC.
13655,00-80-1D,INTEGRATED INFERENCE MACHINES
13656,00-80-15,"SEIKO SYSTEMS, INC."
13657,00-80-34,SMT GOUPIL
13658,00-80-C9,ALBERTA MICROELECTRONIC CENTRE
13659,00-80-0B,CSK CORPORATION
13660,00-00-16,DU PONT PIXEL SYSTEMS     .
13661,00-00-5C,TELEMATICS INTERNATIONAL INC.
13662,00-00-AC,CONWARE COMPUTER CONSULTING
13663,00-00-F2,SPIDER COMMUNICATIONS
13664,00-00-30,VG LABORATORY SYSTEMS LTD
13665,00-00-35,SPECTRAGRAPHICS CORPORATION
13666,02-07-01,RACAL-DATACOM
13667,08-00-11,TEKTRONIX INC.
13668,08-00-40,FERRANTI COMPUTER SYS. LIMITED
13669,08-00-3B,TORUS SYSTEMS LIMITED
13670,08-00-3D,CADNETIX CORPORATIONS
13671,08-00-39,SPIDER SYSTEMS LIMITED
13672,08-00-30,NETWORK RESEARCH CORPORATION
13673,00-00-9B,"INFORMATION INTERNATIONAL, INC"
13674,00-DD-0F,UNGERMANN-BASS INC.
13675,00-00-01,XEROX CORPORATION
13676,08-00-21,3M COMPANY
13677,AA-00-04,DIGITAL EQUIPMENT CORPORATION
13678,08-00-0C,MIKLYN DEVELOPMENT CO.
13679,00-DD-08,UNGERMANN-BASS INC.
13680,00-00-A0,"SANYO Electric Co., Ltd."
13681,08-00-7F,CARNEGIE-MELLON UNIVERSITY
13682,08-00-82,VERITAS SOFTWARE
13683,08-00-7B,SANYO ELECTRIC CO. LTD.
13684,00-DD-0C,UNGERMANN-BASS INC.
13685,00-00-05,XEROX CORPORATION
13686,00-00-AA,XEROX CORPORATION
13687,00-40-6B,SYSGEN
13688,AA-00-01,DIGITAL EQUIPMENT CORPORATION
13689,08-00-01,COMPUTERVISION CORPORATION
13690,00-00-53,COMPUCORP
13691,08-00-4B,Planning Research Corp.
13692,08-00-03,ADVANCED COMPUTER COMM.
13693,08-00-74,CASIO COMPUTER CO. LTD.
13694,08-00-5E,COUNTERPOINT COMPUTER INC.
13695,08-00-5A,IBM Corp
13696,08-00-56,STANFORD LINEAR ACCEL. CENTER
13697,08-00-53,MIDDLE EAST TECH. UNIVERSITY
13698,08-00-4F,CYGNET SYSTEMS
13699,00-19-4B,Sagemcom Broadband SAS
13700,00-1F-95,Sagemcom Broadband SAS
13701,00-0E-59,Sagemcom Broadband SAS
13702,A0-1B-29,Sagemcom Broadband SAS
13703,90-01-3B,Sagemcom Broadband SAS
13704,E4-6F-13,D-Link International
13705,94-C1-50,2Wire Inc
13706,60-FE-20,2Wire Inc
13707,98-90-96,Dell Inc.
13708,B8-2A-72,Dell Inc.
13709,00-D0-9E,2Wire Inc
13710,00-0D-72,2Wire Inc
13711,00-0F-1F,Dell Inc.
13712,14-FE-B5,Dell Inc.
13713,00-15-C5,Dell Inc.
13714,D4-AE-52,Dell Inc.
13715,B0-E7-54,2Wire Inc
13716,B8-E6-25,2Wire Inc
13717,54-9F-35,Dell Inc.
13718,64-00-6A,Dell Inc.
13719,B4-E1-0F,Dell Inc.
13720,00-23-AE,Dell Inc.
13721,9C-D9-17,"Motorola Mobility LLC, a Lenovo Company"
13722,90-68-C3,"Motorola Mobility LLC, a Lenovo Company"
13723,40-88-05,"Motorola Mobility LLC, a Lenovo Company"
13724,AC-2B-6E,Intel Corporate
13725,F8-F1-B6,"Motorola Mobility LLC, a Lenovo Company"
13726,00-21-6A,Intel Corporate
13727,00-1E-64,Intel Corporate
13728,00-16-EB,Intel Corporate
13729,00-18-DE,Intel Corporate
13730,68-17-29,Intel Corporate
13731,5C-51-4F,Intel Corporate
13732,B8-08-CF,Intel Corporate
13733,C8-F7-33,Intel Corporate
13734,48-51-B7,Intel Corporate
13735,5C-C5-D4,Intel Corporate
13736,7C-CC-B8,Intel Corporate
13737,F4-06-69,Intel Corporate
13738,3C-A9-F4,Intel Corporate
13739,28-B2-BD,Intel Corporate
13740,08-D4-0C,Intel Corporate
13741,84-3A-4B,Intel Corporate
13742,0C-D2-92,Intel Corporate
13743,78-92-9C,Intel Corporate
13744,68-05-CA,Intel Corporate
13745,AC-A3-1E,Aruba Networks
13746,9C-1C-12,Aruba Networks
13747,00-1A-1E,Aruba Networks
13748,28-C2-DD,AzureWave Technology Inc.
13749,84-D4-7E,Aruba Networks
13750,A8-58-40,"Cambridge Industries(Group) Co.,Ltd."
13751,00-22-43,AzureWave Technology Inc.
13752,74-F0-6D,AzureWave Technology Inc.
13753,44-D8-32,AzureWave Technology Inc.
13754,78-18-81,AzureWave Technology Inc.
13755,B0-EE-45,AzureWave Technology Inc.
13756,24-0A-64,AzureWave Technology Inc.
13757,D0-E7-82,AzureWave Technology Inc.
13758,0C-4C-39,MitraStar Technology Corp.
13759,00-24-23,AzureWave Technologies (Shanghai) Inc.
13760,A8-1D-16,AzureWave Technology Inc.
13761,38-A5-3C,COMECER Netherlands
13762,00-1D-8B,ADB Broadband Italia
13763,A4-52-6F,ADB Broadband Italia
13764,58-12-43,AcSiP Technology Corp.
13765,00-30-F1,Accton Technology Corp
13766,00-19-74,16063
13767,EC-F0-0E,AboCom
13768,30-39-F2,ADB Broadband Italia
13769,00-08-27,ADB Broadband Italia
13770,54-F6-C5,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
13771,5C-33-8E,Alpha Networks Inc.
13772,00-1A-EB,Allied Telesis R&D Center K.K.
13773,A4-31-11,ZIV
13774,5C-93-A2,Liteon Technology Corporation
13775,E8-C7-4F,Liteon Technology Corporation
13776,E8-F7-24,Hewlett Packard Enterprise
13777,70-1A-04,Liteon Technology Corporation
13778,48-D2-24,Liteon Technology Corporation
13779,2C-D0-5A,Liteon Technology Corporation
13780,74-E5-43,Liteon Technology Corporation
13781,A4-DB-30,Liteon Technology Corporation
13782,B8-EE-65,Liteon Technology Corporation
13783,00-1D-BA,Sony Corporation
13784,78-84-3C,Sony Corporation
13785,04-E6-76,"AMPAK Technology, Inc."
13786,00-22-F4,"AMPAK Technology, Inc."
13787,08-00-46,Sony Corporation
13788,00-0D-92,ARIMA Communications Corp.
13789,00-90-96,ASKEY COMPUTER CORP
13790,00-11-F5,ASKEY COMPUTER CORP
13791,DC-D8-7C,"Beijing Jingdong Century Trading Co., LTD."
13792,00-1C-4A,AVM GmbH
13793,00-0B-6A,Asiarock Technology Limited
13794,40-BA-61,ARIMA Communications Corp.
13795,18-83-BF,Arcadyan Technology Corporation
13796,9C-80-DF,Arcadyan Technology Corporation
13797,00-1C-CC,BlackBerry RTS
13798,94-EB-CD,BlackBerry RTS
13799,64-4F-B0,Hyunjin.com
13800,00-1A-2A,Arcadyan Technology Corporation
13801,00-1D-19,Arcadyan Technology Corporation
13802,88-25-2C,Arcadyan Technology Corporation
13803,A4-E4-B8,BlackBerry RTS
13804,58-67-1A,Barnes&Noble
13805,BC-05-43,AVM GmbH
13806,00-26-75,Aztech Electronics Pte Ltd
13807,00-1F-3F,AVM GmbH
13808,00-20-D6,"Breezecom, Ltd."
13809,00-10-18,Broadcom
13810,00-1B-E9,Broadcom
13811,00-80-77,"Brother industries, LTD."
13812,02-9D-8E,"CARDIAC RECORDERS, INC."
13813,FC-2F-40,"Calxeda, Inc."
13814,00-26-E4,Canal +
13815,38-94-96,"Samsung Electronics Co.,Ltd"
13816,0C-B3-19,"Samsung Electronics Co.,Ltd"
13817,08-EE-8B,"Samsung Electronics Co.,Ltd"
13818,A8-9F-BA,"Samsung Electronics Co.,Ltd"
13819,FC-19-10,"Samsung Electronics Co.,Ltd"
13820,08-3D-88,"Samsung Electronics Co.,Ltd"
13821,5C-2E-59,"Samsung Electronics Co.,Ltd"
13822,64-6C-B2,"Samsung Electronics Co.,Ltd"
13823,F8-84-F2,"Samsung Electronics Co.,Ltd"
13824,14-B4-84,"Samsung Electronics Co.,Ltd"
13825,60-8F-5C,"Samsung Electronics Co.,Ltd"
13826,4C-BC-A5,"Samsung Electronics Co.,Ltd"
13827,78-59-5E,"Samsung Electronics Co.,Ltd"
13828,B0-D0-9C,"Samsung Electronics Co.,Ltd"
13829,4C-A5-6D,"Samsung Electronics Co.,Ltd"
13830,A4-84-31,"Samsung Electronics Co.,Ltd"
13831,E4-F8-EF,"Samsung Electronics Co.,Ltd"
13832,14-32-D1,"Samsung Electronics Co.,Ltd"
13833,E4-58-E7,"Samsung Electronics Co.,Ltd"
13834,8C-BF-A6,"Samsung Electronics Co.,Ltd"
13835,78-40-E4,"Samsung Electronics Co.,Ltd"
13836,90-00-DB,"Samsung Electronics Co.,Ltd"
13837,18-3A-2D,"Samsung Electronics Co.,Ltd"
13838,08-37-3D,"Samsung Electronics Co.,Ltd"
13839,50-F5-20,"Samsung Electronics Co.,Ltd"
13840,A4-EB-D3,"Samsung Electronics Co.,Ltd"
13841,28-98-7B,"Samsung Electronics Co.,Ltd"
13842,F4-0E-22,"Samsung Electronics Co.,Ltd"
13843,9C-3A-AF,"Samsung Electronics Co.,Ltd"
13844,02-70-B3,DATA RECALL LTD.
13845,00-0F-F6,DARFON LIGHTING CORP
13846,70-25-59,CyberTAN Technology Inc.
13847,00-90-D6,"Crystal Group, Inc."
13848,00-1D-AA,DrayTek Corp.
13849,02-CF-1C,Communication Machinery Corporation
13850,0C-75-BD,"Cisco Systems, Inc"
13851,38-F0-C8,Livestream
13852,0C-11-67,"Cisco Systems, Inc"
13853,00-19-82,SmarDTV
13854,10-C6-FC,Garmin International
13855,00-07-CB,FREEBOX SAS
13856,3C-59-1E,"TCL King Electrical Appliances (Huizhou) Co., Ltd"
13857,00-26-82,"Gemtek Technology Co., Ltd."
13858,00-1A-73,"Gemtek Technology Co., Ltd."
13859,00-90-4B,"Gemtek Technology Co., Ltd."
13860,D8-6B-F7,"Nintendo Co., Ltd."
13861,A4-C0-E1,"Nintendo Co., Ltd."
13862,34-AF-2C,"Nintendo Co., Ltd."
13863,8C-CD-E8,"Nintendo Co., Ltd."
13864,9C-E6-35,"Nintendo Co., Ltd."
13865,F4-4D-17,"GOLDCARD HIGH-TECH CO.,LTD."
13866,00-1E-35,"Nintendo Co., Ltd."
13867,00-1F-C5,"Nintendo Co., Ltd."
13868,00-21-BD,"Nintendo Co., Ltd."
13869,00-27-09,"Nintendo Co., Ltd."
13870,E8-4E-CE,"Nintendo Co., Ltd."
13871,00-09-BF,"Nintendo Co., Ltd."
13872,00-1A-E9,"Nintendo Co., Ltd."
13873,00-1C-BE,"Nintendo Co., Ltd."
13874,00-24-03,Nokia Danmark A/S
13875,00-22-65,Nokia Danmark A/S
13876,00-19-B7,Nokia Danmark A/S
13877,00-24-04,Nokia Danmark A/S
13878,00-02-EE,Nokia Danmark A/S
13879,00-1C-9A,Nokia Danmark A/S
13880,00-1F-01,Nokia Danmark A/S
13881,00-0E-ED,Nokia Danmark A/S
13882,00-1E-3A,Nokia Danmark A/S
13883,00-1A-89,Nokia Danmark A/S
13884,00-21-AA,Nokia Danmark A/S
13885,00-26-69,Nokia Danmark A/S
13886,00-22-FD,Nokia Danmark A/S
13887,00-21-09,Nokia Danmark A/S
13888,00-21-08,Nokia Danmark A/S
13889,00-1D-6E,Nokia Danmark A/S
13890,00-1B-33,Nokia Danmark A/S
13891,EC-F3-5B,Nokia Corporation
13892,EC-9B-5B,Nokia Corporation
13893,BC-C6-DB,Nokia Corporation
13894,B8-32-41,"Wuhan Tianyu Information Industry Co., Ltd."
13895,98-97-D1,MitraStar Technology Corp.
13896,94-C9-60,"Zhongshan B&T technology.co.,ltd"
13897,00-14-79,"NEC Magnus Communications,Ltd."
13898,08-21-EF,"Samsung Electronics Co.,Ltd"
13899,A0-CB-FD,"Samsung Electronics Co.,Ltd"
13900,34-14-5F,"Samsung Electronics Co.,Ltd"
13901,B4-62-AD,Elysia Germany GmbH
13902,74-78-18,Jurumani Solutions
13903,80-38-96,SHARP Corporation
13904,80-D1-60,Integrated Device Technology (Malaysia) Sdn. Bhd.
13905,68-6E-23,Wi3 Inc.
13906,B8-A1-75,"Roku, Inc."
13907,00-80-E5,NetApp
13908,00-23-40,MiXTelematics
13909,00-AF-1F,"Cisco Systems, Inc"
13910,4C-CC-6A,"Micro-Star INTL CO., LTD."
13911,98-5B-B0,KMDATA INC.
13912,6C-8F-B5,Microsoft Mobile Oy
13913,24-5E-BE,"QNAP Systems, Inc."
13914,A8-93-52,"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD"
13915,AC-5F-3E,SAMSUNG ELECTRO-MECHANICS(THAILAND)
13916,70-66-1B,Sonova AG
13917,1C-98-EC,Hewlett Packard Enterprise
13918,9C-9D-5D,Raden Inc
13919,E8-FD-72,"SHANGHAI LINGUO TECHNOLOGY CO., LTD."
13920,98-BB-1E,BYD Precision Manufacture Company Ltd.
13921,EC-43-8B,YAPTV
13922,18-66-DA,Dell Inc.
13923,98-1F-B1,"Shenzhen Lemon Network Technology Co.,Ltd"
13924,40-47-6A,AG Acquisition Corp. d.b.a. ASTRO Gaming
13925,A4-BF-01,Intel Corporate
13926,50-9E-A7,"Samsung Electronics Co.,Ltd"
13927,DC-CF-96,"Samsung Electronics Co.,Ltd"
13928,00-04-C6,"YAMAHA MOTOR CO.,LTD"
13929,14-D1-1F,"HUAWEI TECHNOLOGIES CO.,LTD"
13930,54-51-1B,"HUAWEI TECHNOLOGIES CO.,LTD"
13931,68-53-6C,"SPnS Co.,Ltd"
13932,00-5B-A1,"shanghai huayuan chuangxin software CO., LTD."
13933,B0-7E-70,Zadara Storage Ltd.
13934,40-5E-E1,"Shenzhen H&T Intelligent Control Co.,Ltd."
13935,10-F0-05,Intel Corporate
13936,D4-63-FE,Arcadyan Corporation
13937,94-66-E7,WOM Engineering
13938,F8-A1-88,LED Roadway Lighting
13939,00-11-74," Mojo Networks, Inc."
13940,BC-15-AC,Vodafone Italia S.p.A.
13941,14-0C-5B,PLNetworks
13942,D0-B0-CD,Moen
13943,00-71-C2,PEGATRON CORPORATION
13944,DC-FE-07,PEGATRON CORPORATION
13945,E4-7E-66,"HUAWEI TECHNOLOGIES CO.,LTD"
13946,9C-74-1A,"HUAWEI TECHNOLOGIES CO.,LTD"
13947,EC-93-ED,DDoS-Guard LTD
13948,4C-72-B9,PEGATRON CORPORATION
13949,F4-62-D0,"Not for Radio, LLC"
13950,94-51-3D,"iSmart Alarm, Inc."
13951,C8-9C-DC,"Elitegroup Computer Systems Co.,Ltd."
13952,00-25-11,"Elitegroup Computer Systems Co.,Ltd."
13953,00-0E-03,Emulex Corporation
13954,00-1B-B9,"Elitegroup Computer Systems Co.,Ltd."
13955,00-19-21,"Elitegroup Computer Systems Co.,Ltd."
13956,00-14-2A,"Elitegroup Computer Systems Co.,Ltd."
13957,00-01-F4,Enterasys
13958,48-7A-DA,"Hangzhou H3C Technologies Co., Limited"
13959,1C-73-70,Neotech
13960,20-0A-5E,"Xiangshan Giant Eagle Technology Developing Co., Ltd."
13961,30-E3-7A,Intel Corporate
13962,4C-A0-03,T-21 Technologies LLC
13963,F0-EE-58,PACE Telematics GmbH
13964,A0-8C-FD,Hewlett Packard
13965,40-00-E0,Derek(Shaoguan)Limited
13966,00-13-97,Oracle Corporation 
13967,00-A0-A4,Oracle Corporation 
13968,A4-E5-97,Gessler GmbH
13969,00-24-F4,"Kaminario, Ltd."
13970,00-1D-08,"Jiangsu Yinhe  Electronics Co.,Ltd."
13971,00-18-D7,"JAVAD GNSS, Inc."
13972,00-1C-6C,30805
13973,00-A0-B0,"I-O DATA DEVICE, INC."
13974,00-E0-CF,INTEGRATED DEVICE
13975,54-7F-54,INGENICO
13976,48-C0-49,Broad Telecom SA
13977,DC-38-E1,Juniper Networks
13978,40-A6-77,Juniper Networks
13979,0C-86-10,Juniper Networks
13980,EC-3E-F7,Juniper Networks
13981,00-14-F6,Juniper Networks
13982,00-12-1E,Juniper Networks
13983,00-10-DB,Juniper Networks
13984,30-7C-5E,Juniper Networks
13985,84-18-88,Juniper Networks
13986,40-B4-F0,Juniper Networks
13987,00-26-88,Juniper Networks
13988,00-17-CB,Juniper Networks
13989,E0-A3-AC,"HUAWEI TECHNOLOGIES CO.,LTD"
13990,E0-0E-DA,"Cisco Systems, Inc"
13991,6C-24-83,Microsoft Mobile Oy
13992,84-83-19,"Hangzhou Zero Zero Technology Co., Ltd."
13993,00-1F-20,Logitech Europe SA
13994,88-20-12,LMI Technologies
13995,00-23-82,"Lih Rong electronic Enterprise Co., Ltd."
